,Threshold,Detection_rate,Hit_rate
0,0.035855225085908424,0.197008547008547,0.06290672451193059
1,0.04227629482582543,0.12905982905982907,0.076158940397351
2,0.01067784896256859,0.7666666666666667,0.028985507246376812
3,0.010158490419381898,0.7760683760683761,0.02918502202643172
4,0.05584292287184537,0.04871794871794872,0.08771929824561403
5,0.05299897087930726,0.06282051282051282,0.08163265306122448
6,0.031130972288880232,0.261965811965812,0.05546492659053834
7,0.012714093940186272,0.7,0.031135531135531136
8,0.027859417107739703,0.3217948717948718,0.05046480743691899
9,0.02786688248535126,0.3213675213675214,0.04920212765957447
10,0.05840775275698167,0.04230769230769231,0.08080808080808081
11,0.03815884818382233,0.16709401709401708,0.06649616368286446
12,0.06045297494061664,0.03504273504273504,0.07317073170731707
13,0.015619038266873013,0.5944444444444444,0.03235082674335011
14,0.07528947706164169,0.009829059829059829,0.043478260869565216
15,0.009634489727041505,0.7854700854700855,0.029379760609358
16,0.03706557968678749,0.18034188034188034,0.06635071090047394
17,0.022195201129709963,0.4427350427350427,0.04054054054054054
18,0.030111840385715117,0.2777777777777778,0.05384615384615385
19,0.0661807474580996,0.023504273504273504,0.05454545454545454
20,0.013457231136042067,0.6743589743589744,0.031051964512040557
21,0.051635500956328496,0.07008547008547009,0.10365853658536585
22,0.022087564864070108,0.44487179487179485,0.04226705091258405
23,0.0390728610496278,0.1581196581196581,0.06486486486486487
24,0.031545441603531385,0.2551282051282051,0.05527638190954774
25,0.0641887136407062,0.029487179487179487,0.07246376811594203
26,0.04616440398097919,0.10170940170940171,0.08823529411764706
27,0.052255744170514,0.06452991452991454,0.08609271523178808
28,0.0389086648173244,0.16025641025641027,0.06666666666666667
29,0.0496531880846855,0.08162393162393163,0.09424083769633508
30,0.04318982817185821,0.12264957264957264,0.07665505226480836
31,0.009579932516962451,0.7884615384615384,0.02981029810298103
32,0.022181868536244813,0.44358974358974357,0.041425818882466284
33,0.060349028609921175,0.03547008547008547,0.08433734939759036
34,0.05199065462895402,0.06666666666666667,0.09615384615384616
35,0.025215334007832074,0.3713675213675214,0.04602991944764097
36,0.05458002707377422,0.054273504273504275,0.08661417322834646
37,0.05175444611885031,0.06880341880341881,0.09937888198757763
38,0.027990405857321456,0.3175213675213675,0.04845222072678331
39,0.013661845337740484,0.6645299145299145,0.03022508038585209
40,0.013223566677891827,0.6846153846153846,0.031210986267166042
41,0.03304283643484176,0.23333333333333334,0.056776556776556776
42,0.037383057244337846,0.17606837606837608,0.06553398058252427
43,0.04806392542591637,0.08931623931623932,0.09569377990430622
44,0.03251347585005195,0.23846153846153847,0.05734767025089606
45,0.0246009552528654,0.3841880341880342,0.04560622914349277
46,0.013697525969122179,0.6628205128205128,0.029658284977433915
47,0.013533060707783005,0.6692307692307692,0.03065134099616858
48,0.0709330155982249,0.014102564102564103,0.06060606060606061
49,0.06570085570174444,0.02606837606837607,0.06557377049180328
50,0.009350114859115456,0.794017094017094,0.030139935414424113
51,0.051990960205758684,0.06623931623931624,0.09032258064516129
52,0.057045099662665244,0.04358974358974359,0.08823529411764706
53,0.08497608078213842,0.0038461538461538464,0.0
54,0.026756194886510192,0.3423076923076923,0.04868913857677903
55,0.048073164343026414,0.08888888888888889,0.09134615384615384
56,0.03365698956221431,0.22564102564102564,0.056818181818181816
57,0.022664349524152937,0.43205128205128207,0.04154302670623145
58,0.03097509566655493,0.2653846153846154,0.05636070853462158
59,0.019528266590623157,0.49273504273504276,0.03902862098872507
60,0.009225397667664463,0.7961538461538461,0.030595813204508857
61,0.0190962577651223,0.505982905982906,0.03800675675675676
62,0.0024295685250772846,0.9307692307692308,0.026170798898071626
63,0.02685336660078527,0.3405982905982906,0.04893350062735257
64,0.03719649946486078,0.17863247863247864,0.06698564593301436
65,0.0037502557010589766,0.8914529914529915,0.02732502396931927
66,0.01949585774092084,0.4931623931623932,0.0389948006932409
67,0.021498726067423347,0.4547008547008547,0.042293233082706765
68,0.052900924035636517,0.06367521367521367,0.087248322147651
69,0.04251863721905261,0.12692307692307692,0.07744107744107744
70,0.01022614130753574,0.7747863247863248,0.02923331494760066
71,0.02536913415783424,0.36752136752136755,0.046511627906976744
72,0.014008603386195447,0.6495726495726496,0.030263157894736843
73,0.020920430635491517,0.4641025641025641,0.04143646408839779
74,0.03504372534775216,0.2064102564102564,0.062111801242236024
75,0.004726443075018103,0.8700854700854701,0.027996070726915522
76,0.026496845257788188,0.3482905982905983,0.049079754601226995
77,0.027105827187459096,0.3367521367521368,0.04949238578680203
78,0.00822558896781214,0.8217948717948718,0.029641185647425898
79,0.003609398838367157,0.8957264957264958,0.02719465648854962
80,0.0409583076810895,0.1388888888888889,0.07384615384615385
81,0.0443091988490043,0.11324786324786325,0.0830188679245283
82,0.029161469056091304,0.294017094017094,0.05232558139534884
83,0.016647479249266905,0.5683760683760684,0.03383458646616541
84,0.0302748391124,0.2764957264957265,0.05409582689335394
85,0.0019178278246456885,0.9525641025641025,0.02557200538358008
86,0.07543737781490327,0.008974358974358974,0.047619047619047616
87,0.029331834158362522,0.2923076923076923,0.05263157894736842
88,0.002096124159587289,0.9452991452991453,0.025768535262206148
89,0.017366693238708826,0.5465811965811965,0.035183737294761534
90,0.010976114068572821,0.7589743589743589,0.02927927927927928
91,0.0038551743525734247,0.8876068376068376,0.0274434280211844
92,0.0031745562155424123,0.9064102564102564,0.026874115983026876
93,0.06960821019462282,0.016666666666666666,0.07692307692307693
94,0.0029412223617025263,0.9128205128205128,0.026685393258426966
95,0.018296270048146383,0.5243589743589744,0.03667481662591687
96,0.01536349289981134,0.6,0.03276353276353276
97,0.04292220147858466,0.12307692307692308,0.0798611111111111
98,0.00862867475612173,0.8106837606837607,0.030047443331576173
99,0.037524610851806764,0.17393162393162392,0.06633906633906633
100,0.09888801595418617,0.001282051282051282,0.0
101,0.04037609867478404,0.144017094017094,0.0712166172106825
102,0.02095567740466979,0.46282051282051284,0.04155124653739612
103,0.013722407378985176,0.661965811965812,0.029696578437701744
104,0.009606837619444144,0.7867521367521367,0.029875067897881587
105,0.024494460408810665,0.38632478632478634,0.046460176991150445
106,0.013439593353038256,0.6764957264957265,0.03158559696778269
107,0.02071345542675006,0.46965811965811965,0.04094631483166515
108,0.019993493427188754,0.48034188034188036,0.0400355871886121
109,0.01082942448532237,0.7623931623931623,0.02914798206278027
110,0.016671344045273345,0.5675213675213675,0.0338855421686747
111,0.011178640825783603,0.7551282051282051,0.02942840973401245
112,0.021674045242804578,0.45042735042735044,0.04269449715370019
113,0.039629291340373365,0.15341880341880343,0.06685236768802229
114,0.008732132350787168,0.808974358974359,0.030110935023771792
115,0.013993227301385443,0.6504273504273504,0.030223390275952694
116,0.008837770425672478,0.805982905982906,0.030222693531283137
117,0.013406864556452468,0.6786324786324787,0.031486146095717885
118,0.019162594229364813,0.5038461538461538,0.03816793893129771
119,0.024868413419825812,0.3786324786324786,0.046275395033860044
120,0.0927455158300588,0.002136752136752137,0.0
121,0.010675211819525505,0.7670940170940171,0.029526462395543174
122,0.013027242298918837,0.6905982905982906,0.03155940594059406
123,0.027189355430958656,0.3346153846153846,0.04980842911877394
124,0.04640878333119059,0.10085470085470086,0.08898305084745763
125,0.03145856489339514,0.2564102564102564,0.056666666666666664
126,0.0010787239003398337,0.997008547008547,0.0244320617231033
127,0.0018211269556847184,0.9564102564102565,0.02546916890080429
128,0.016870606599892785,0.5611111111111111,0.03427265803503427
129,0.019494045076597723,0.4935897435897436,0.03896103896103896
130,0.03702451911552168,0.1811965811965812,0.06839622641509434
131,0.0350932228684124,0.20512820512820512,0.0625
132,0.018716435632657777,0.514102564102564,0.03740648379052369
133,0.05616981722698598,0.04786324786324787,0.08928571428571429
134,0.010918528930454075,0.7606837606837606,0.029213483146067417
135,0.00490978044553615,0.8688034188034188,0.028037383177570093
136,0.03588153871804986,0.19615384615384615,0.06318082788671024
137,0.012948678963567236,0.6927350427350427,0.03146206045650833
138,0.0012995050203457221,0.9893162393162394,0.024622030237580993
139,0.012580998943989908,0.7047008547008548,0.031534263189812006
140,0.021691089895368547,0.45,0.042735042735042736
141,0.0028720451757587814,0.9153846153846154,0.02661064425770308
142,0.0334586895506244,0.22777777777777777,0.058161350844277676
143,0.023229904458230588,0.41923076923076924,0.04281345565749235
144,0.013751130383425323,0.6606837606837607,0.029754204398447608
145,0.012636053897361513,0.7034188034188035,0.031591737545565005
146,0.03244520554745928,0.24017094017094018,0.05871886120996441
147,0.04906257201637482,0.08461538461538462,0.09595959595959595
148,0.013339499119641997,0.6820512820512821,0.03132832080200501
149,0.011658239750200463,0.7367521367521368,0.030162412993039442
150,0.008276749552738367,0.8205128205128205,0.0296875
151,0.009036302688688581,0.8017094017094017,0.030383795309168442
152,0.07253147592208657,0.013247863247863248,0.06451612903225806
153,0.02936833571471461,0.2914529914529915,0.05278592375366569
154,0.0257497301038349,0.3606837606837607,0.04739336492890995
155,0.014151397181017948,0.6448717948717949,0.030483764082173626
156,0.013444283176428982,0.6752136752136753,0.03164556962025317
157,0.028299186592513594,0.3094017094017094,0.049723756906077346
158,0.0013018718668241964,0.9888888888888889,0.024632670700086432
159,0.026419957762992198,0.35,0.04884004884004884
160,0.02176910178335977,0.44871794871794873,0.04285714285714286
161,0.01900911321936385,0.5081196581196581,0.03784693019343986
162,0.0026855339139513225,0.9196581196581196,0.02648698884758364
163,0.025162728112867554,0.37222222222222223,0.04707233065442021
164,0.023677777480420686,0.405982905982906,0.04421052631578947
165,0.013853373485128663,0.6581196581196581,0.02987012987012987
166,0.0362426586829237,0.1918803418803419,0.0645879732739421
167,0.012680523401072733,0.7008547008547008,0.03170731707317073
168,0.03444264224556589,0.21452991452991452,0.05976095617529881
169,0.026269869862639423,0.35213675213675216,0.04854368932038835
170,0.001672350007246684,0.9653846153846154,0.025232403718459494
171,0.009342527185561613,0.7948717948717948,0.03064516129032258
172,0.05208234772900487,0.06581196581196581,0.09090909090909091
173,0.014507512388518088,0.6282051282051282,0.031292517006802724
174,0.016580226037035913,0.5705128205128205,0.033707865168539325
175,0.020763694415828985,0.4683760683760684,0.04105839416058394
176,0.0037424864738962215,0.8927350427350428,0.027285782671134514
177,0.005548219628556614,0.861965811965812,0.02825979176995538
178,0.0013597423393293948,0.9846153846153847,0.024739583333333332
179,0.0497170411949063,0.08076923076923077,0.09523809523809523
180,0.019961356599263243,0.48205128205128206,0.0398936170212766
181,0.0105913995839207,0.7683760683760684,0.029477196885428252
182,0.04585383990613777,0.10427350427350428,0.09016393442622951
183,0.022304153172879086,0.4393162393162393,0.04085603112840467
184,0.020411753329614923,0.4739316239316239,0.0405770964833183
185,0.0015556755107266373,0.9735042735042735,0.02502194907813872
186,0.01694832394705272,0.5594017094017094,0.03437738731856379
187,0.0750317879315029,0.010256410256410256,0.08333333333333333
188,0.025882414952292335,0.3581196581196581,0.0477326968973747
189,0.014602906306097266,0.6235042735042735,0.031528444139821796
190,0.01948069289739771,0.49444444444444446,0.03889369057908384
191,0.007326611887358275,0.8363247863247864,0.02912621359223301
192,0.020182027309352542,0.47863247863247865,0.04017857142857143
193,0.030094235814536907,0.2782051282051282,0.055299539170506916
194,0.08557776004573019,0.0029914529914529917,0.0
195,0.0064600699618295124,0.8495726495726496,0.028672032193158954
196,0.012863325956829591,0.6944444444444444,0.031384615384615386
197,0.014437402909551023,0.6307692307692307,0.03116531165311653
