,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,EasinessToStage,ClaimWihoutIdentifiedThirdParty,ClaimAmount,PolicyHolderAge,NumberOfBodilyInjuries,FirstPartyLiability,Fraud,ClaimInvolvedCovers_MaterialDamages,ClaimInvolvedCovers_ActLiability,ClaimInvolvedCovers_Windscreen,ClaimInvolvedCovers_Accessories,ClaimInvolvedCovers_ThirdParty,ClaimInvolvedCovers_Theft,ClaimInvolvedCovers_ThirdPartyMaterialDamages,ClaimInvolvedCovers_Burglary,ClaimInvolvedCovers_NaturalCatastrophes,ClaimInvolvedCovers_MedicalCare,ClaimInvolvedCovers_ReplacementVehicle,ClaimInvolvedCovers_Fire,ClaimInvolvedCovers_RiderClothes,Date_diff,LH_0-3,LH_12-15,LH_16-19,LH_20-23,LH_4-7,LH_8-11,CBP_NoConnection,CBP_SameAddress,CBP_SameBankAccount,CBP_SameEmail,CBP_SamePhone,CBP_SamePolice,PO_CivilServant,PO_Employee,PO_Executive,PO_Farmer,PO_HeadOfCompany,PO_Merchant,PO_Retired,PO_SelfEmployed,PO_Student,PO_Unemployed,PO_Worker,CC_AccidentOrCollision,CC_AccidentWithIdentifiedThirdParty,CC_AccidentWithUnidentifiedThirdParty,CC_CollisionWithAnimal,CC_CollisionWithPedestrian,CC_Fire,CC_Flood,CC_ForcesOfNature,CC_Hail,CC_LegalProtection,CC_LossOfControl,CC_MultiVehicleCrash,CC_Storm,CC_TheftAttempt,CC_TheftOfExteriorElements,CC_TotalTheft,CC_Vandalism,CC_WindscreenDamage,DI_Medium,DI_Negligible,DI_TotalLoss,FPVT_Car,FPVT_Caravan,FPVT_Motorcycle,FPVT_PrivateCar
5985,0,2,208.0,0.5,1,3516.08,24.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,126,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5986,0,1,166.0,0.25,1,0.0,19.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5987,0,4,126.0,0.5,1,890.2,46.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5988,1,2,54.0,0.25,1,1593.78,63.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,756,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5989,0,2,54.0,0.5,1,99.13,27.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,53,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5990,1,2,107.0,0.25,1,0.0,58.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,462,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5991,0,1,186.0,0.5,1,564.57,26.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5992,0,2,53.0,0.5,1,2906.95,27.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,500,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5993,0,1,196.0,0.25,0,1360.54,30.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,477,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5994,1,1,165.0,0.0,1,4265.82,20.0,2,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,72,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5995,1,1,165.0,0.5,1,0.0,20.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5996,1,2,54.0,0.25,1,0.0,63.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,756,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5997,0,1,51.0,0.0,0,4161.0,42.0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5998,0,2,106.0,0.5,1,0.0,32.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,206,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
5999,1,1,185.0,0.5,1,0.0,43.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
6000,1,2,102.0,0.25,0,3193.74,80.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,306,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6001,1,1,30.0,0.5,1,0.0,51.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,167,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6002,0,1,6.0,0.0,0,5618.46,31.0,1,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,622,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6003,0,6,136.0,0.5,1,1479.59,31.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,927,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6004,0,1,89.0,0.25,1,4414.0,30.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1014,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6005,1,1,48.0,0.5,1,12224.33,24.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,179,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6006,0,1,97.0,0.25,1,2346.84,57.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6007,0,2,86.0,0.25,0,1330.07,35.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6008,0,1,146.0,0.5,1,3483.0,52.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,559,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6009,1,1,7.0,0.25,0,763.13,26.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6010,0,5,210.0,0.25,1,0.0,51.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6011,1,1,97.0,0.5,1,591.6,51.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6012,1,1,48.0,0.25,0,1140.1,69.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6013,0,1,33.0,0.25,0,2985.79,35.0,0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,278,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6014,0,4,36.0,0.25,0,1629.47,32.0,0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1015,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6015,0,3,85.0,0.25,0,0.0,65.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,769,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6016,0,1,60.0,0.25,0,657.3,55.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,619,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6017,0,4,58.0,0.5,1,0.0,34.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6018,0,1,3.0,0.25,1,12.0,59.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,404,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6019,1,4,91.0,0.5,1,13266.0,27.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,202,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6020,1,1,142.0,0.5,1,0.0,46.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,794,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6021,0,1,186.0,0.5,1,0.0,26.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6022,0,2,62.0,0.25,0,9263.0,28.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,312,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6023,0,4,225.0,0.5,1,0.0,45.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,774,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6024,0,1,10.0,0.5,1,0.0,52.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,332,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6025,0,1,12.0,0.25,1,0.0,67.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6026,0,3,161.0,0.25,1,0.0,62.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,529,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6027,1,2,94.0,0.5,1,0.0,40.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,657,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6028,0,1,51.0,0.25,0,3957.12,45.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,576,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6029,0,1,113.44538982462232,0.25,0,6061.54,67.0,0,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,388,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6030,0,2,65.0,0.5,1,1816.26,72.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,914,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6031,0,2,145.0,0.25,0,1522.03,31.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6032,0,2,65.0,0.5,1,727.33,72.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,921,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6033,0,7,34.0,0.25,0,2222.94,46.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,61,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6034,0,3,98.0,0.0,1,12792.0,35.0,1,1.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,928,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
6035,0,1,54.0,0.25,0,1568.0,66.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6036,0,3,30.0,0.5,1,514.25,39.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,441,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6037,0,2,26.0,0.25,0,883.43,39.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,409,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6038,0,1,2.0,0.5,1,119.98,50.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6039,0,1,84.0,0.5,1,119.98,58.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1087,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
6040,0,1,55.0,0.5,1,119.98,53.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6041,0,18,7.0,0.5,1,94.5,55.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,715,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6042,0,5,91.0,0.5,1,636.3,48.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6043,1,1,17.0,0.25,0,1563.6,50.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,542,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6044,1,2,43.0,0.25,1,2265.3,35.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6045,0,2,139.0,0.5,1,534.08,37.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6046,0,3,108.0,0.25,0,339.95,24.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6047,0,1,140.0,0.15,0,1163.81,29.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,556,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
6048,0,2,125.0,0.0,0,8432.46,41.0,2,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,118,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6049,0,2,220.0,0.25,0,2635.7,36.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,910,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6050,0,4,25.0,0.25,0,25277.03,27.0,0,1.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6051,0,4,25.0,0.25,0,0.0,27.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,357,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6052,0,3,248.0,0.5,1,432.99,49.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1102,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
6053,0,4,46.0,0.25,0,2254.37,31.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,902,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6054,1,1,113.0,0.25,0,1972.47,32.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,320,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6055,1,1,45.0,0.5,1,3496.8,48.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,195,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6056,0,4,70.0,0.5,1,3843.41,78.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6057,0,4,70.0,0.5,1,0.0,78.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1068,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6058,0,2,33.0,0.5,1,4648.09,40.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6059,0,2,63.0,0.5,1,627.57,64.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6060,0,3,19.0,0.5,1,3971.89,34.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,927,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6061,0,1,20.0,0.25,0,988.43,69.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6062,1,1,84.0,0.25,0,3489.75,39.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,692,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6063,1,1,44.0,0.5,1,160.46,51.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,342,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6064,0,3,67.0,0.5,1,897.38,72.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6065,0,2,72.0,0.5,1,503.18,61.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6066,0,1,132.0,0.5,1,927.0,32.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,313,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
6067,0,1,244.0,0.25,0,300.0,85.0,0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,193,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
