,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,EasinessToStage,ClaimWihoutIdentifiedThirdParty,ClaimAmount,PolicyHolderAge,NumberOfBodilyInjuries,FirstPartyLiability,Fraud,ClaimInvolvedCovers_MaterialDamages,ClaimInvolvedCovers_ActLiability,ClaimInvolvedCovers_Windscreen,ClaimInvolvedCovers_Accessories,ClaimInvolvedCovers_ThirdParty,ClaimInvolvedCovers_Theft,ClaimInvolvedCovers_ThirdPartyMaterialDamages,ClaimInvolvedCovers_Burglary,ClaimInvolvedCovers_NaturalCatastrophes,ClaimInvolvedCovers_MedicalCare,ClaimInvolvedCovers_ReplacementVehicle,ClaimInvolvedCovers_Fire,ClaimInvolvedCovers_RiderClothes,Date_diff,LH_0-3,LH_12-15,LH_16-19,LH_20-23,LH_4-7,LH_8-11,CBP_NoConnection,CBP_SameAddress,CBP_SameBankAccount,CBP_SameEmail,CBP_SamePhone,CBP_SamePolice,PO_CivilServant,PO_Employee,PO_Executive,PO_Farmer,PO_HeadOfCompany,PO_Merchant,PO_Retired,PO_SelfEmployed,PO_Student,PO_Unemployed,PO_Worker,CC_AccidentOrCollision,CC_AccidentWithIdentifiedThirdParty,CC_AccidentWithUnidentifiedThirdParty,CC_CollisionWithAnimal,CC_CollisionWithPedestrian,CC_Fire,CC_Flood,CC_ForcesOfNature,CC_Hail,CC_LegalProtection,CC_LossOfControl,CC_MultiVehicleCrash,CC_Storm,CC_TheftAttempt,CC_TheftOfExteriorElements,CC_TotalTheft,CC_Vandalism,CC_WindscreenDamage,DI_Medium,DI_Negligible,DI_TotalLoss,FPVT_Car,FPVT_Caravan,FPVT_Motorcycle,FPVT_PrivateCar
2872,0,6,15.0,0.25,1,740.96,59.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,647,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2873,1,3,75.0,0.5,1,440.63,30.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2874,0,1,97.0,0.5,1,616.11,34.0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,638,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2875,0,1,104.0,0.5,1,146.56,30.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,125,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2876,0,2,103.0,0.5,1,412.89,50.0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,239,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2877,0,3,62.0,0.25,1,0.0,79.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,609,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2878,0,2,210.0,0.25,0,1482.0,32.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,568,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2879,1,1,197.0,0.25,0,2432.0,21.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2880,1,1,165.0,0.25,1,0.0,24.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,339,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2881,0,3,41.0,0.25,0,7932.86,44.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,742,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2882,1,1,115.0,0.15,1,2658.98,25.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2883,0,5,29.0,0.5,1,4040.56,44.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,203,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2884,1,1,156.0,0.25,0,1482.0,35.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,840,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2885,1,1,102.0,0.25,0,8000.0,62.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2886,1,1,128.0,0.25,0,0.0,49.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2887,0,1,98.0,0.5,1,606.0,50.0,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,328,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2888,1,1,35.0,0.5,1,0.0,26.0,0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2889,0,2,50.0,0.25,1,0.0,47.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,204,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2890,1,1,169.0,0.5,1,2009.0,20.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,299,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2891,0,3,146.0,0.5,1,2708.0,48.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2892,1,2,47.0,0.5,1,0.0,53.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2893,1,1,89.0,0.15,1,0.0,26.0,0,0.0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2894,0,5,22.0,0.25,0,0.0,54.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,129,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2895,0,1,163.0,0.5,1,0.0,50.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,820,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
2896,0,2,56.0,0.15,1,3201.0,27.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,735,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2897,0,7,221.0,0.5,1,0.0,31.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,777,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2898,0,1,0.0,0.5,1,167.27,69.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2899,0,6,159.0,0.25,0,564.0,50.0,0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2900,1,1,38.0,0.25,0,3909.37,28.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,150,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2901,0,1,128.0,0.5,1,88.26,58.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,246,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2902,1,1,178.0,0.25,0,1482.0,31.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,309,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2903,0,1,154.0,0.5,1,3111.0,40.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,540,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
2904,0,3,145.0,0.25,0,1699.56,27.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2905,0,1,142.0,0.25,0,1482.0,27.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2906,0,2,76.0,0.25,0,1360.16,32.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,262,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2907,0,1,228.0,0.5,1,0.0,49.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,399,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2908,0,1,12.0,0.5,1,0.0,22.0,0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2909,1,2,209.0,0.25,1,1660.0,26.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2910,0,3,108.0,0.5,1,256.07,51.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,545,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2911,0,1,26.0,0.5,1,779.47,38.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,431,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2912,0,3,233.0,0.25,0,0.0,46.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,175,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2913,0,1,189.0,0.5,1,0.0,29.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,558,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
2914,0,3,170.0,0.15,1,0.0,55.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,161,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2915,0,2,115.0,0.15,1,1570.0,34.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2916,0,1,26.0,0.5,1,6635.08,55.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,559,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2917,0,2,25.0,0.0,0,16687.87,51.0,1,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,628,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2918,0,1,183.0,0.15,1,966.0,26.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2919,0,6,64.0,0.5,1,760.53,30.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,457,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2920,0,1,124.0,0.0,0,13602.0,35.0,3,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,462,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2921,0,8,41.0,0.5,1,15409.83,54.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,741,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2922,0,2,222.0,0.5,1,824.0,41.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,320,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2923,0,1,153.0,0.15,1,2703.58,36.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,222,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2924,0,4,51.0,0.25,1,1053.34,70.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,222,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2925,0,4,101.0,0.25,0,172.99,46.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,319,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2926,0,2,6.0,0.25,1,1472.12,47.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,197,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2927,0,1,321.0,0.5,1,1409.08,26.0,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,784,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
2928,0,3,101.0,0.25,1,69.94,64.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,431,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2929,0,2,14.0,0.5,1,2817.4,47.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,425,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2930,0,4,124.0,0.25,0,3583.68,61.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,477,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2931,0,2,40.0,0.5,1,454.56,44.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,642,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2932,0,1,48.0,0.15,1,1879.77,25.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,83,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2933,0,4,36.0,0.25,0,1715.53,32.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,841,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2934,0,2,107.0,0.25,0,519.24,76.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2935,1,1,191.0,0.25,0,1750.0,40.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,356,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2936,0,1,320.0,0.25,0,1482.0,57.0,0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,405,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2937,0,1,18.0,0.25,1,0.0,62.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2938,1,1,69.0,0.25,0,904.87,32.0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2939,0,2,121.0,0.5,1,853.95,27.0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,758,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
2940,0,4,51.0,0.25,0,2659.66,41.0,0,0.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,200,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2941,0,1,105.0,0.5,1,942.08,52.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,456,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2942,0,2,146.0,0.5,1,800.27,43.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,368,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2943,1,1,86.0,0.5,1,1154.35,37.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2944,0,4,277.0,0.5,1,617.01,40.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,244,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2945,0,5,125.0,0.5,1,874.86,48.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2946,0,2,90.0,0.5,1,119.98,56.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2947,0,1,61.0,0.5,1,911.92,51.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,735,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2948,0,2,168.0,0.5,1,119.98,37.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2949,0,1,19.0,0.5,1,119.98,59.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,593,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2950,0,1,48.0,0.5,1,612.91,49.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,687,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2951,0,1,57.0,0.5,1,149.78,43.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,763,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2952,0,1,82.0,0.5,1,714.5,48.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,598,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2953,0,1,14.0,0.5,1,951.64,71.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,437,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
2954,0,1,62.0,0.5,1,373.64,33.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
